sep=;
11:59; Saturday; October 05; 2024
Study name:Rear_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;  ;2  ;-3.8837e+08  ;-2.6406e+07  ;-5.0673e+07  ;-5.7282e+07  ;4.4551e+08
  ;116  ;1  ;-3.8837e+08  ;-2.6406e+07  ;-5.0673e+07  ;-5.7282e+07  ;4.4551e+08
  ;  ;2  ;-3.8837e+08  ;-3.214e+07  ;-4.3637e+07  ;-5.7282e+07  ;4.4257e+08
  ;117  ;1  ;-3.8837e+08  ;-3.214e+07  ;-4.3637e+07  ;-5.7282e+07  ;4.4257e+08
  ;  ;2  ;-3.8837e+08  ;-3.7874e+07  ;-3.6622e+07  ;-5.7282e+07  ;4.4106e+08
  ;118  ;1  ;-3.8837e+08  ;-3.7874e+07  ;-3.6622e+07  ;-5.7282e+07  ;4.4106e+08
  ;  ;2  ;-3.8837e+08  ;-4.3609e+07  ;-2.963e+07  ;-5.7282e+07  ;4.4109e+08
  ;119  ;1  ;-3.8837e+08  ;-4.3609e+07  ;-2.963e+07  ;-5.7282e+07  ;4.4109e+08
  ;  ;2  ;-3.8837e+08  ;-4.9344e+07  ;-2.2658e+07  ;-5.7282e+07  ;4.4267e+08
  ;120  ;1  ;-3.8837e+08  ;-4.9344e+07  ;-2.2658e+07  ;-5.7282e+07  ;4.4267e+08
  ;  ;2  ;-3.8837e+08  ;-5.5079e+07  ;-1.5709e+07  ;-5.7282e+07  ;4.4565e+08
  ;121  ;1  ;-3.8837e+08  ;-5.5079e+07  ;-1.5709e+07  ;-5.7282e+07  ;4.4565e+08
  ;  ;2  ;-3.8837e+08  ;-6.0814e+07  ;-8.7832e+06  ;-5.7282e+07  ;4.4982e+08
  ;122  ;1  ;-3.8837e+08  ;-6.0814e+07  ;-8.7832e+06  ;-5.7282e+07  ;4.4982e+08
  ;  ;2  ;-3.8837e+08  ;-6.655e+07  ;-1.8781e+06  ;-5.7282e+07  ;4.5495e+08
  ;123  ;1  ;-3.8837e+08  ;-6.655e+07  ;-1.8781e+06  ;-5.7282e+07  ;4.5495e+08
  ;  ;2  ;-3.8838e+08  ;-7.2286e+07  ;5.0055e+06  ;-5.7282e+07  ;4.6083e+08
  ;124  ;1  ;-3.8838e+08  ;-7.2286e+07  ;5.0052e+06  ;-5.7282e+07  ;4.6083e+08
  ;  ;2  ;-3.8838e+08  ;-7.802e+07  ;1.1864e+07  ;-5.7282e+07  ;4.6729e+08
  ;125  ;1  ;-3.8838e+08  ;-7.802e+07  ;1.1865e+07  ;-5.7282e+07  ;4.6729e+08
  ;  ;2  ;-3.8838e+08  ;-8.3758e+07  ;1.8706e+07  ;-5.7282e+07  ;4.742e+08
  ;126  ;1  ;-3.8838e+08  ;-8.3759e+07  ;1.8706e+07  ;-5.7282e+07  ;4.742e+08
  ;  ;2  ;-3.8838e+08  ;-8.9495e+07  ;2.5521e+07  ;-5.7282e+07  ;4.8144e+08
  ;127  ;1  ;-3.8838e+08  ;-8.9495e+07  ;2.5521e+07  ;-5.7282e+07  ;4.8144e+08
  ;  ;2  ;-3.8838e+08  ;-9.523e+07  ;3.2316e+07  ;-5.7282e+07  ;4.8894e+08
  ;128  ;1  ;-3.8838e+08  ;-9.523e+07  ;3.2317e+07  ;-5.7282e+07  ;4.8894e+08
  ;  ;2  ;-3.8838e+08  ;-1.0097e+08  ;3.909e+07  ;-5.7282e+07  ;4.9665e+08
  ;129  ;1  ;-3.8838e+08  ;-1.0097e+08  ;3.909e+07  ;-5.7282e+07  ;4.9665e+08
  ;  ;2  ;-3.8838e+08  ;-1.067e+08  ;4.5839e+07  ;-5.7282e+07  ;5.0451e+08
  ;130  ;1  ;-3.8838e+08  ;-1.067e+08  ;4.5839e+07  ;-5.7282e+07  ;5.0451e+08
  ;  ;2  ;-3.8838e+08  ;-1.1244e+08  ;5.2569e+07  ;-5.7282e+07  ;5.125e+08
  ;131  ;1  ;-3.8838e+08  ;-1.1244e+08  ;5.2569e+07  ;-5.7282e+07  ;5.125e+08
  ;  ;2  ;-3.8838e+08  ;-1.1818e+08  ;5.9276e+07  ;-5.7282e+07  ;5.2059e+08
Beam-13(Circuler tube 1X0.08(14_GAUGE)(2)[1])  ;  ;  ;  ;  ;  ;  ;
  ;132  ;1  ;1.5943e+08  ;1.6334e+09  ;-1.7559e+08  ;-4.0296e+07  ;1.8022e+09
  ;  ;2  ;1.5943e+08  ;1.4347e+09  ;-1.6188e+08  ;-4.0296e+07  ;1.6033e+09
  ;133  ;1  ;1.5943e+08  ;1.4347e+09  ;-1.6188e+08  ;-4.0295e+07  ;1.6033e+09
  ;  ;2  ;1.5943e+08  ;1.2361e+09  ;-1.4818e+08  ;-4.0295e+07  ;1.4044e+09
  ;134  ;1  ;1.5943e+08  ;1.2361e+09  ;-1.4818e+08  ;-4.0295e+07  ;1.4044e+09
  ;  ;2  ;1.5942e+08  ;1.0374e+09  ;-1.3447e+08  ;-4.0295e+07  ;1.2055e+09
  ;135  ;1  ;1.5942e+08  ;1.0374e+09  ;-1.3447e+08  ;-4.0295e+07  ;1.2055e+09
  ;  ;2  ;1.5942e+08  ;8.3876e+08  ;-1.2077e+08  ;-4.0295e+07  ;1.0068e+09
  ;136  ;1  ;1.5942e+08  ;8.3876e+08  ;-1.2077e+08  ;-4.0296e+07  ;1.0068e+09
  ;  ;2  ;1.5942e+08  ;6.4009e+08  ;-1.0708e+08  ;-4.0296e+07  ;8.084e+08
  ;137  ;1  ;1.5942e+08  ;6.4009e+08  ;-1.0708e+08  ;-4.0295e+07  ;8.084e+08
  ;  ;2  ;1.5941e+08  ;4.4142e+08  ;-9.3387e+07  ;-4.0295e+07  ;6.1061e+08
  ;138  ;1  ;1.5941e+08  ;4.4142e+08  ;-9.3387e+07  ;-4.0296e+07  ;6.1061e+08
  ;  ;2  ;1.5941e+08  ;2.4275e+08  ;-7.9695e+07  ;-4.0296e+07  ;4.1491e+08
  ;139  ;1  ;1.5941e+08  ;2.4275e+08  ;-7.9695e+07  ;-4.0295e+07  ;4.1491e+08
  ;  ;2  ;1.5941e+08  ;4.408e+07  ;-6.601e+07  ;-4.0295e+07  ;2.3878e+08
  ;140  ;1  ;1.5941e+08  ;4.408e+07  ;-6.601e+07  ;-4.0295e+07  ;2.3878e+08
  ;  ;2  ;1.594e+08  ;-1.5459e+08  ;-5.2328e+07  ;-4.0295e+07  ;3.2262e+08
  ;141  ;1  ;1.594e+08  ;-1.546e+08  ;-5.2328e+07  ;-4.0295e+07  ;3.2262e+08
  ;  ;2  ;1.594e+08  ;-3.5327e+08  ;-3.8648e+07  ;-4.0295e+07  ;5.1478e+08
  ;142  ;1  ;1.594e+08  ;-3.5327e+08  ;-3.8648e+07  ;-4.0295e+07  ;5.1478e+08
  ;  ;2  ;1.594e+08  ;-5.5195e+08  ;-2.497e+07  ;-4.0295e+07  ;7.1192e+08
Beam-14(Circuler tube 1X0.06(16_GAUGE)(13)[4])  ;  ;  ;  ;  ;  ;  ;
  ;143  ;1  ;-3.1055e+08  ;-2.621e+08  ;-2.5101e+08  ;-3.9161e+07  ;6.7346e+08
  ;  ;2  ;-3.1055e+08  ;-1.8157e+08  ;-1.4325e+08  ;-3.9161e+07  ;5.4183e+08
  ;144  ;1  ;-3.1055e+08  ;-1.8157e+08  ;-1.4325e+08  ;-3.9161e+07  ;5.4183e+08
  ;  ;2  ;-3.1055e+08  ;-1.0105e+08  ;-3.5505e+07  ;-3.9161e+07  ;4.1766e+08
  ;145  ;1  ;-3.1055e+08  ;-1.0105e+08  ;-3.5505e+07  ;-3.9161e+07  ;4.1766e+08
  ;  ;2  ;-3.1055e+08  ;-2.0526e+07  ;7.2217e+07  ;-3.9161e+07  ;3.8563e+08
  ;146  ;1  ;-3.1055e+08  ;-2.0526e+07  ;7.2217e+07  ;-3.9161e+07  ;3.8563e+08
  ;  ;2  ;-3.1055e+08  ;5.9998e+07  ;1.7992e+08  ;-3.9161e+07  ;5.0021e+08
  ;147  ;1  ;-3.1055e+08  ;5.9998e+07  ;1.7992e+08  ;-3.9161e+07  ;5.0021e+08
  ;  ;2  ;-3.1055e+08  ;1.4052e+08  ;2.8759e+08  ;-3.9161e+07  ;6.3064e+08
Beam-15(Circuler tube 1X0.06(16_GAUGE)(56)[17])  ;  ;  ;  ;  ;  ;  ;
  ;148  ;1  ;-2.0892e+08  ;-1.4956e+09  ;1.2664e+09  ;-7.9961e+07  ;2.1687e+09
  ;  ;2  ;-2.0892e+08  ;-1.391e+09  ;1.1526e+09  ;-7.9961e+07  ;2.0154e+09
  ;149  ;1  ;-2.0892e+08  ;-1.391e+09  ;1.1526e+09  ;-7.9961e+07  ;2.0154e+09
  ;  ;2  ;-2.0892e+08  ;-1.2864e+09  ;1.0388e+09  ;-7.9961e+07  ;1.8624e+09
  ;150  ;1  ;-2.0892e+08  ;-1.2864e+09  ;1.0388e+09  ;-7.9961e+07  ;1.8624e+09
  ;  ;2  ;-2.0893e+08  ;-1.1818e+09  ;9.2496e+08  ;-7.9961e+07  ;1.7097e+09
  ;151  ;1  ;-2.0893e+08  ;-1.1818e+09  ;9.2496e+08  ;-7.9961e+07  ;1.7097e+09
  ;  ;2  ;-2.0893e+08  ;-1.0773e+09  ;8.1109e+08  ;-7.9961e+07  ;1.5574e+09
  ;152  ;1  ;-2.0893e+08  ;-1.0773e+09  ;8.1109e+08  ;-7.9961e+07  ;1.5574e+09
  ;  ;2  ;-2.0893e+08  ;-9.7266e+08  ;6.972e+08  ;-7.9961e+07  ;1.4057e+09
Beam-16(Circuler tube 1X0.06(16_GAUGE)(13)[7])  ;  ;  ;  ;  ;  ;  ;
  ;153  ;1  ;-5.678e+08  ;2.2267e+08  ;1.4617e+09  ;8.7446e+07  ;2.0464e+09
  ;  ;2  ;-5.678e+08  ;7.6114e+07  ;9.1305e+08  ;8.7446e+07  ;1.484e+09
  ;154  ;1  ;-5.678e+08  ;7.6115e+07  ;9.1305e+08  ;8.7446e+07  ;1.484e+09
  ;  ;2  ;-5.678e+08  ;-7.0444e+07  ;3.6441e+08  ;8.7446e+07  ;9.3896e+08
  ;155  ;1  ;-5.678e+08  ;-7.0444e+07  ;3.6441e+08  ;8.7446e+07  ;9.3896e+08
  ;  ;2  ;-5.678e+08  ;-2.17e+08  ;-1.842e+08  ;8.7446e+07  ;8.5244e+08
  ;156  ;1  ;-5.678e+08  ;-2.17e+08  ;-1.842e+08  ;8.7446e+07  ;8.5244e+08
  ;  ;2  ;-5.678e+08  ;-3.6356e+08  ;-7.3279e+08  ;8.7446e+07  ;1.3858e+09
  ;157  ;1  ;-5.678e+08  ;-3.6356e+08  ;-7.3279e+08  ;8.7446e+07  ;1.3858e+09
  ;  ;2  ;-5.678e+08  ;-5.1012e+08  ;-1.2814e+09  ;8.7446e+07  ;1.947e+09
Beam-17(Circuler tube 1X0.06(16_GAUGE)(13)[10])  ;  ;  ;  ;  ;  ;  ;
  ;158  ;1  ;-6.9793e+08  ;-4.19e+05  ;-4.2228e+05  ;-8.6095e+05  ;6.9853e+08
  ;  ;2  ;-6.9793e+08  ;5.1905e+06  ;-3.002e+06  ;-8.6095e+05  ;7.0393e+08
  ;159  ;1  ;-6.9793e+08  ;5.1905e+06  ;-3.002e+06  ;-8.6095e+05  ;7.0393e+08
  ;  ;2  ;-6.9793e+08  ;1.0821e+07  ;-5.5861e+06  ;-8.6095e+05  ;7.1011e+08
  ;160  ;1  ;-6.9793e+08  ;1.0821e+07  ;-5.5861e+06  ;-8.6095e+05  ;7.1011e+08
  ;  ;2  ;-6.9793e+08  ;1.647e+07  ;-8.1685e+06  ;-8.6095e+05  ;7.1632e+08
  ;161  ;1  ;-6.9793e+08  ;1.647e+07  ;-8.1685e+06  ;-8.6094e+05  ;7.1632e+08
  ;  ;2  ;-6.9793e+08  ;2.2142e+07  ;-1.075e+07  ;-8.6094e+05  ;7.2255e+08
  ;162  ;1  ;-6.9793e+08  ;2.2142e+07  ;-1.075e+07  ;-8.6095e+05  ;7.2255e+08
  ;  ;2  ;-6.9793e+08  ;2.7833e+07  ;-1.3335e+07  ;-8.6095e+05  ;7.288e+08
  ;163  ;1  ;-6.9793e+08  ;2.7833e+07  ;-1.3335e+07  ;-8.6094e+05  ;7.288e+08
  ;  ;2  ;-6.9793e+08  ;3.3547e+07  ;-1.5915e+07  ;-8.6094e+05  ;7.3507e+08
  ;164  ;1  ;-6.9793e+08  ;3.3547e+07  ;-1.5915e+07  ;-8.6096e+05  ;7.3507e+08
  ;  ;2  ;-6.9794e+08  ;3.9279e+07  ;-1.8499e+07  ;-8.6096e+05  ;7.4135e+08
  ;165  ;1  ;-6.9794e+08  ;3.9279e+07  ;-1.8499e+07  ;-8.6094e+05  ;7.4135e+08
  ;  ;2  ;-6.9794e+08  ;4.5034e+07  ;-2.1081e+07  ;-8.6094e+05  ;7.4766e+08
  ;166  ;1  ;-6.9794e+08  ;4.5034e+07  ;-2.1081e+07  ;-8.6095e+05  ;7.4766e+08
  ;  ;2  ;-6.9794e+08  ;5.0808e+07  ;-2.3664e+07  ;-8.6095e+05  ;7.5398e+08
  ;167  ;1  ;-6.9794e+08  ;5.0809e+07  ;-2.3664e+07  ;-8.6095e+05  ;7.5398e+08
  ;  ;2  ;-6.9794e+08  ;5.6605e+07  ;-2.6247e+07  ;-8.6095e+05  ;7.6033e+08
Beam-18(Circuler tube 1X0.08(14_GAUGE)(3)[1])  ;  ;  ;  ;  ;  ;  ;
  ;168  ;1  ;1.3311e+08  ;-4.2933e+08  ;-1.4492e+07  ;-1.6353e+07  ;5.6268e+08
  ;  ;2  ;1.3311e+08  ;-4.1898e+08  ;-1.7984e+07  ;-1.6353e+07  ;5.5248e+08
  ;169  ;1  ;1.3311e+08  ;-4.1898e+08  ;-1.7981e+07  ;-1.6353e+07  ;5.5248e+08
  ;  ;2  ;1.3311e+08  ;-4.0862e+08  ;-2.1472e+07  ;-1.6353e+07  ;5.4229e+08
  ;170  ;1  ;1.3311e+08  ;-4.0862e+08  ;-2.1478e+07  ;-1.6353e+07  ;5.4229e+08
  ;  ;2  ;1.3311e+08  ;-3.9822e+08  ;-2.497e+07  ;-1.6353e+07  ;5.3212e+08
  ;171  ;1  ;1.3311e+08  ;-3.9822e+08  ;-2.4966e+07  ;-1.6353e+07  ;5.3212e+08
  ;  ;2  ;1.3311e+08  ;-3.8781e+08  ;-2.8457e+07  ;-1.6353e+07  ;5.2196e+08
  ;172  ;1  ;1.3311e+08  ;-3.8781e+08  ;-2.8459e+07  ;-1.6353e+07  ;5.2196e+08
  ;  ;2  ;1.3311e+08  ;-3.7737e+08  ;-3.195e+07  ;-1.6353e+07  ;5.1183e+08
  ;173  ;1  ;1.3311e+08  ;-3.7737e+08  ;-3.1951e+07  ;-1.6353e+07  ;5.1183e+08
  ;  ;2  ;1.3311e+08  ;-3.6691e+08  ;-3.5443e+07  ;-1.6353e+07  ;5.0173e+08
  ;174  ;1  ;1.3311e+08  ;-3.6691e+08  ;-3.5443e+07  ;-1.6353e+07  ;5.0173e+08
  ;  ;2  ;1.3311e+08  ;-3.5643e+08  ;-3.8934e+07  ;-1.6353e+07  ;4.9166e+08
  ;175  ;1  ;1.3311e+08  ;-3.5643e+08  ;-3.8934e+07  ;-1.6353e+07  ;4.9166e+08
  ;  ;2  ;1.3311e+08  ;-3.4593e+08  ;-4.2425e+07  ;-1.6353e+07  ;4.8163e+08
  ;176  ;1  ;1.3311e+08  ;-3.4593e+08  ;-4.2424e+07  ;-1.6353e+07  ;4.8163e+08
  ;  ;2  ;1.3311e+08  ;-3.3539e+08  ;-4.5916e+07  ;-1.6353e+07  ;4.7163e+08
  ;177  ;1  ;1.3311e+08  ;-3.3539e+08  ;-4.592e+07  ;-1.6353e+07  ;4.7163e+08
  ;  ;2  ;1.3311e+08  ;-3.2484e+08  ;-4.9411e+07  ;-1.6353e+07  ;4.6169e+08
  ;178  ;1  ;1.3311e+08  ;-3.2484e+08  ;-4.9407e+07  ;-1.6353e+07  ;4.6169e+08
  ;  ;2  ;1.3311e+08  ;-3.1427e+08  ;-5.2898e+07  ;-1.6353e+07  ;4.518e+08
  ;179  ;1  ;1.3311e+08  ;-3.1427e+08  ;-5.2901e+07  ;-1.6353e+07  ;4.518e+08
  ;  ;2  ;1.3311e+08  ;-3.0367e+08  ;-5.6393e+07  ;-1.6353e+07  ;4.4197e+08
Beam-19(Circuler tube 1X0.08(14_GAUGE)(1)[1])  ;  ;  ;  ;  ;  ;  ;
  ;180  ;1  ;-3.9142e+07  ;3.4775e+08  ;3.0423e+08  ;4.7761e+07  ;5.0118e+08
  ;  ;2  ;-3.9145e+07  ;2.0041e+08  ;2.5672e+08  ;4.7761e+07  ;3.6483e+08
  ;181  ;1  ;-3.9145e+07  ;2.0041e+08  ;2.5672e+08  ;4.7761e+07  ;3.6483e+08
  ;  ;2  ;-3.9147e+07  ;5.3081e+07  ;2.0921e+08  ;4.7761e+07  ;2.5499e+08
  ;182  ;1  ;-3.9147e+07  ;5.3081e+07  ;2.0921e+08  ;4.7761e+07  ;2.5499e+08
  ;  ;2  ;-3.915e+07  ;-9.4252e+07  ;1.6169e+08  ;4.7761e+07  ;2.2631e+08
  ;183  ;1  ;-3.915e+07  ;-9.4252e+07  ;1.6169e+08  ;4.7761e+07  ;2.2631e+08
  ;  ;2  ;-3.9153e+07  ;-2.4159e+08  ;1.1418e+08  ;4.7761e+07  ;3.0636e+08
Beam-20(Circuler tube 1X0.08(14_GAUGE)(1)[4])  ;  ;  ;  ;  ;  ;  ;
  ;184  ;1  ;8.8866e+07  ;-2.8306e+08  ;7.4773e+07  ;-2.1541e+06  ;3.8163e+08
  ;  ;2  ;8.8866e+07  ;-3.0478e+08  ;4.3404e+07  ;-2.1541e+06  ;3.9672e+08
  ;185  ;1  ;8.8866e+07  ;-3.0478e+08  ;4.3404e+07  ;-2.154e+06  ;3.9672e+08
  ;  ;2  ;8.8866e+07  ;-3.2648e+08  ;1.2036e+07  ;-2.154e+06  ;4.1557e+08
  ;186  ;1  ;8.8866e+07  ;-3.2648e+08  ;1.2036e+07  ;-2.1541e+06  ;4.1557e+08
  ;  ;2  ;8.8866e+07  ;-3.4816e+08  ;-1.9333e+07  ;-2.1541e+06  ;4.3756e+08
  ;187  ;1  ;8.8866e+07  ;-3.4816e+08  ;-1.9333e+07  ;-2.1541e+06  ;4.3756e+08
  ;  ;2  ;8.8866e+07  ;-3.698e+08  ;-5.0702e+07  ;-2.1541e+06  ;4.6213e+08
  ;188  ;1  ;8.8866e+07  ;-3.698e+08  ;-5.0702e+07  ;-2.154e+06  ;4.6213e+08
  ;  ;2  ;8.8866e+07  ;-3.9142e+08  ;-8.2071e+07  ;-2.154e+06  ;4.888e+08
  ;189  ;1  ;8.8866e+07  ;-3.9142e+08  ;-8.2071e+07  ;-2.1541e+06  ;4.888e+08
  ;  ;2  ;8.8866e+07  ;-4.1302e+08  ;-1.1344e+08  ;-2.1541e+06  ;5.1718e+08
  ;190  ;1  ;8.8866e+07  ;-4.1302e+08  ;-1.1344e+08  ;-2.154e+06  ;5.1718e+08
  ;  ;2  ;8.8866e+07  ;-4.3459e+08  ;-1.4481e+08  ;-2.154e+06  ;5.4694e+08
Beam-21(Circuler tube 1X0.06(16_GAUGE)(56)[8])  ;  ;  ;  ;  ;  ;  ;
  ;191  ;1  ;-1.1706e+08  ;1.0299e+09  ;1.0468e+09  ;6.2496e+07  ;1.5856e+09
  ;  ;2  ;-1.1706e+08  ;9.0696e+08  ;8.9657e+08  ;6.2496e+07  ;1.3924e+09
  ;192  ;1  ;-1.1706e+08  ;9.0695e+08  ;8.9657e+08  ;6.2495e+07  ;1.3924e+09
  ;  ;2  ;-1.1706e+08  ;7.8401e+08  ;7.4627e+08  ;6.2495e+07  ;1.1995e+09
  ;193  ;1  ;-1.1706e+08  ;7.8401e+08  ;7.4627e+08  ;6.2496e+07  ;1.1995e+09
  ;  ;2  ;-1.1706e+08  ;6.6108e+08  ;5.9594e+08  ;6.2496e+07  ;1.0071e+09
  ;194  ;1  ;-1.1706e+08  ;6.6108e+08  ;5.9594e+08  ;6.2496e+07  ;1.0071e+09
  ;  ;2  ;-1.1706e+08  ;5.3814e+08  ;4.456e+08  ;6.2496e+07  ;8.1574e+08
  ;195  ;1  ;-1.1706e+08  ;5.3814e+08  ;4.456e+08  ;6.2495e+07  ;8.1574e+08
  ;  ;2  ;-1.1706e+08  ;4.152e+08  ;2.9523e+08  ;6.2495e+07  ;6.2652e+08
  ;196  ;1  ;-1.1706e+08  ;4.152e+08  ;2.9523e+08  ;6.2495e+07  ;6.2652e+08
  ;  ;2  ;-1.1706e+08  ;2.9226e+08  ;1.4484e+08  ;6.2495e+07  ;4.4325e+08
  ;197  ;1  ;-1.1706e+08  ;2.9226e+08  ;1.4484e+08  ;6.2495e+07  ;4.4325e+08
  ;  ;2  ;-1.1707e+08  ;1.6933e+08  ;-5.5625e+06  ;6.2495e+07  ;2.8648e+08
  ;198  ;1  ;-1.1707e+08  ;1.6933e+08  ;-5.5627e+06  ;6.2495e+07  ;2.8648e+08
  ;  ;2  ;-1.1707e+08  ;4.6388e+07  ;-1.5599e+08  ;6.2495e+07  ;2.7981e+08
  ;199  ;1  ;-1.1707e+08  ;4.6388e+07  ;-1.5599e+08  ;6.2495e+07  ;2.7981e+08
  ;  ;2  ;-1.1707e+08  ;-7.655e+07  ;-3.0644e+08  ;6.2495e+07  ;4.3292e+08
  ;200  ;1  ;-1.1707e+08  ;-7.655e+07  ;-3.0644e+08  ;6.2495e+07  ;4.3292e+08
  ;  ;2  ;-1.1707e+08  ;-1.9949e+08  ;-4.569e+08  ;6.2495e+07  ;6.1562e+08
  ;201  ;1  ;-1.1707e+08  ;-1.9949e+08  ;-4.569e+08  ;6.2495e+07  ;6.1562e+08
  ;  ;2  ;-1.1707e+08  ;-3.2243e+08  ;-6.0739e+08  ;6.2495e+07  ;8.0473e+08
  ;202  ;1  ;-1.1707e+08  ;-3.2242e+08  ;-6.0739e+08  ;6.2496e+07  ;8.0473e+08
  ;  ;2  ;-1.1707e+08  ;-4.4536e+08  ;-7.579e+08  ;6.2496e+07  ;9.9614e+08
  ;203  ;1  ;-1.1707e+08  ;-4.4537e+08  ;-7.5789e+08  ;6.2495e+07  ;9.9614e+08
  ;  ;2  ;-1.1707e+08  ;-5.6831e+08  ;-9.0842e+08  ;6.2495e+07  ;1.1886e+09
Beam-22(Circuler tube 1X0.06(16_GAUGE)(2)[3])  ;  ;  ;  ;  ;  ;  ;
  ;204  ;1  ;-8.1362e+07  ;4.2432e+09  ;3.9265e+08  ;-1.1355e+08  ;4.3427e+09
  ;  ;2  ;-8.1362e+07  ;2.7352e+09  ;3.6801e+08  ;-1.1355e+08  ;2.8412e+09
  ;205  ;1  ;-7.8743e+07  ;2.6542e+09  ;3.6801e+08  ;-3.493e+08  ;2.7583e+09
  ;  ;2  ;-7.8743e+07  ;1.1461e+09  ;3.0002e+08  ;-3.493e+08  ;1.2635e+09
  ;206  ;1  ;-7.3732e+07  ;1.0074e+09  ;3.0002e+08  ;-4.4351e+08  ;1.1249e+09
  ;  ;2  ;-7.3732e+07  ;-5.0063e+08  ;1.9077e+08  ;-4.4351e+08  ;6.0948e+08
  ;207  ;1  ;-6.6481e+07  ;-6.4706e+08  ;1.9077e+08  ;-3.933e+08  ;7.4107e+08
  ;  ;2  ;-6.6481e+07  ;-2.1551e+09  ;4.3567e+07  ;-3.933e+08  ;2.222e+09
  ;208  ;1  ;-5.721e+07  ;-2.259e+09  ;4.3567e+07  ;-2.0021e+08  ;2.3166e+09
  ;  ;2  ;-5.7211e+07  ;-3.767e+09  ;-1.3712e+08  ;-2.0021e+08  ;3.8267e+09
  ;209  ;1  ;-4.6201e+07  ;-3.7793e+09  ;-1.3712e+08  ;1.299e+08  ;3.828e+09
  ;  ;2  ;-4.6202e+07  ;-5.2873e+09  ;-3.4579e+08  ;1.299e+08  ;5.3448e+09
  ;210  ;1  ;-3.3789e+07  ;-5.1619e+09  ;-3.4579e+08  ;5.8699e+08  ;5.2073e+09
  ;  ;2  ;-3.379e+07  ;-6.67e+09  ;-5.7612e+08  ;5.8699e+08  ;6.7286e+09
  ;211  ;1  ;-2.0351e+07  ;-6.3648e+09  ;-5.7612e+08  ;1.1572e+09  ;6.4111e+09
  ;  ;2  ;-2.0352e+07  ;-7.8728e+09  ;-8.211e+08  ;1.1572e+09  ;7.9359e+09
  ;212  ;1  ;-6.2937e+06  ;-7.3513e+09  ;-8.211e+08  ;1.8232e+09  ;7.4033e+09
  ;  ;2  ;-6.295e+06  ;-8.8594e+09  ;-1.0733e+09  ;1.8232e+09  ;8.9304e+09
Beam-23(Circuler tube 1X0.08(14_GAUGE)(2)[4])  ;  ;  ;  ;  ;  ;  ;
  ;213  ;1  ;1.8048e+06  ;-4.7953e+07  ;9.4451e+07  ;5.2317e+07  ;1.0773e+08
  ;  ;2  ;1.8058e+06  ;-3.5317e+07  ;9.5732e+07  ;5.2317e+07  ;1.0384e+08
  ;214  ;1  ;1.8927e+06  ;-4.9924e+07  ;9.7573e+07  ;4.8341e+07  ;1.115e+08
  ;  ;2  ;1.8937e+06  ;-3.7319e+07  ;9.7747e+07  ;4.8341e+07  ;1.0652e+08
  ;215  ;1  ;1.9289e+06  ;-5.0684e+07  ;9.9766e+07  ;4.4081e+07  ;1.1383e+08
  ;  ;2  ;1.9298e+06  ;-3.8152e+07  ;9.8831e+07  ;4.4081e+07  ;1.0787e+08
  ;216  ;1  ;1.9122e+06  ;-5.0276e+07  ;1.0089e+08  ;3.9652e+07  ;1.1464e+08
  ;  ;2  ;1.913e+06  ;-3.7851e+07  ;9.8875e+07  ;3.9652e+07  ;1.0778e+08
  ;217  ;1  ;1.8431e+06  ;-4.877e+07  ;1.0085e+08  ;3.5176e+07  ;1.1386e+08
  ;  ;2  ;1.8437e+06  ;-3.6474e+07  ;9.7807e+07  ;3.5176e+07  ;1.0623e+08
  ;218  ;1  ;1.7234e+06  ;-4.6247e+07  ;9.9593e+07  ;3.0775e+07  ;1.1153e+08
  ;  ;2  ;1.7238e+06  ;-3.4088e+07  ;9.5614e+07  ;3.0775e+07  ;1.0323e+08
  ;219  ;1  ;1.5563e+06  ;-4.2795e+07  ;9.7147e+07  ;2.6568e+07  ;1.0771e+08
  ;  ;2  ;1.5566e+06  ;-3.0766e+07  ;9.2338e+07  ;2.6568e+07  ;9.8886e+07
  ;220  ;1  ;1.3465e+06  ;-3.8501e+07  ;9.3585e+07  ;2.2671e+07  ;1.0254e+08
  ;  ;2  ;1.3466e+06  ;-2.6582e+07  ;8.8076e+07  ;2.2671e+07  ;9.3346e+07
  ;221  ;1  ;1.0995e+06  ;-3.3452e+07  ;8.9038e+07  ;1.919e+07  ;9.6214e+07
  ;  ;2  ;1.0994e+06  ;-2.161e+07  ;8.2976e+07  ;1.919e+07  ;8.6843e+07
  ;222  ;1  ;8.2222e+05  ;-2.7735e+07  ;8.3687e+07  ;1.622e+07  ;8.8985e+07
  ;  ;2  ;8.2194e+05  ;-1.5929e+07  ;7.7234e+07  ;1.622e+07  ;7.9682e+07
  ;223  ;1  ;5.2213e+05  ;-2.1442e+07  ;7.775e+07  ;1.3842e+07  ;8.1174e+07
  ;  ;2  ;5.2167e+05  ;-9.6268e+06  ;7.108e+07  ;1.3842e+07  ;7.225e+07
  ;224  ;1  ;2.0741e+05  ;-1.4673e+07  ;7.1473e+07  ;1.2121e+07  ;7.3171e+07
  ;  ;2  ;2.0679e+05  ;-2.8055e+06  ;6.4765e+07  ;1.2121e+07  ;6.5032e+07
