sep=;
11:57; Saturday; October 05; 2024
Study name:Front_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;113  ;1  ;-2.8789e+08  ;9.0034e+07  ;3.9371e+07  ;-1.6698e+07  ;3.8616e+08
  ;  ;2  ;-2.8789e+08  ;7.8756e+07  ;3.4886e+07  ;-1.6698e+07  ;3.7403e+08
  ;114  ;1  ;-2.8789e+08  ;7.8756e+07  ;3.4886e+07  ;-1.6698e+07  ;3.7403e+08
  ;  ;2  ;-2.8789e+08  ;6.7478e+07  ;3.0377e+07  ;-1.6698e+07  ;3.6189e+08
  ;115  ;1  ;-2.8789e+08  ;6.7478e+07  ;3.0377e+07  ;-1.6698e+07  ;3.6189e+08
  ;  ;2  ;-2.8789e+08  ;5.6201e+07  ;2.5848e+07  ;-1.6698e+07  ;3.4975e+08
  ;116  ;1  ;-2.8789e+08  ;5.6201e+07  ;2.5848e+07  ;-1.6698e+07  ;3.4975e+08
  ;  ;2  ;-2.8789e+08  ;4.4923e+07  ;2.1295e+07  ;-1.6698e+07  ;3.3761e+08
  ;117  ;1  ;-2.8789e+08  ;4.4923e+07  ;2.1295e+07  ;-1.6698e+07  ;3.3761e+08
  ;  ;2  ;-2.879e+08  ;3.3645e+07  ;1.6722e+07  ;-1.6698e+07  ;3.2547e+08
  ;118  ;1  ;-2.879e+08  ;3.3645e+07  ;1.6722e+07  ;-1.6698e+07  ;3.2547e+08
  ;  ;2  ;-2.879e+08  ;2.2366e+07  ;1.2126e+07  ;-1.6698e+07  ;3.1334e+08
  ;119  ;1  ;-2.879e+08  ;2.2366e+07  ;1.2126e+07  ;-1.6698e+07  ;3.1334e+08
  ;  ;2  ;-2.879e+08  ;1.1087e+07  ;7.5085e+06  ;-1.6698e+07  ;3.0129e+08
  ;120  ;1  ;-2.879e+08  ;1.1087e+07  ;7.5085e+06  ;-1.6698e+07  ;3.0129e+08
  ;  ;2  ;-2.879e+08  ;-1.9212e+05  ;2.8694e+06  ;-1.6698e+07  ;2.9077e+08
  ;121  ;1  ;-2.879e+08  ;-1.9215e+05  ;2.8694e+06  ;-1.6698e+07  ;2.9077e+08
  ;  ;2  ;-2.879e+08  ;-1.1472e+07  ;-1.7932e+06  ;-1.6698e+07  ;2.9951e+08
  ;122  ;1  ;-2.879e+08  ;-1.1472e+07  ;-1.7932e+06  ;-1.6698e+07  ;2.9951e+08
  ;  ;2  ;-2.879e+08  ;-2.2751e+07  ;-6.4766e+06  ;-1.6698e+07  ;3.1155e+08
  ;123  ;1  ;-2.879e+08  ;-2.2751e+07  ;-6.4766e+06  ;-1.6698e+07  ;3.1155e+08
  ;  ;2  ;-2.879e+08  ;-3.4031e+07  ;-1.1182e+07  ;-1.6698e+07  ;3.2372e+08
  ;124  ;1  ;-2.879e+08  ;-3.4031e+07  ;-1.1182e+07  ;-1.6698e+07  ;3.2372e+08
  ;  ;2  ;-2.879e+08  ;-4.531e+07  ;-1.5911e+07  ;-1.6698e+07  ;3.3592e+08
  ;125  ;1  ;-2.879e+08  ;-4.531e+07  ;-1.591e+07  ;-1.6698e+07  ;3.3592e+08
  ;  ;2  ;-2.879e+08  ;-5.6592e+07  ;-2.0658e+07  ;-1.6698e+07  ;3.4815e+08
  ;126  ;1  ;-2.879e+08  ;-5.6592e+07  ;-2.0658e+07  ;-1.6698e+07  ;3.4815e+08
  ;  ;2  ;-2.879e+08  ;-6.7873e+07  ;-2.5431e+07  ;-1.6698e+07  ;3.6038e+08
  ;127  ;1  ;-2.879e+08  ;-6.7873e+07  ;-2.5431e+07  ;-1.6698e+07  ;3.6038e+08
  ;  ;2  ;-2.879e+08  ;-7.9152e+07  ;-3.0225e+07  ;-1.6698e+07  ;3.7263e+08
  ;128  ;1  ;-2.879e+08  ;-7.9152e+07  ;-3.0224e+07  ;-1.6698e+07  ;3.7263e+08
  ;  ;2  ;-2.879e+08  ;-9.0434e+07  ;-3.504e+07  ;-1.6698e+07  ;3.8489e+08
  ;129  ;1  ;-2.879e+08  ;-9.0434e+07  ;-3.504e+07  ;-1.6698e+07  ;3.8489e+08
  ;  ;2  ;-2.879e+08  ;-1.0172e+08  ;-3.9878e+07  ;-1.6698e+07  ;3.9716e+08
  ;130  ;1  ;-2.879e+08  ;-1.0172e+08  ;-3.9878e+07  ;-1.6698e+07  ;3.9716e+08
  ;  ;2  ;-2.879e+08  ;-1.13e+08  ;-4.4737e+07  ;-1.6698e+07  ;4.0943e+08
  ;131  ;1  ;-2.879e+08  ;-1.13e+08  ;-4.4737e+07  ;-1.6698e+07  ;4.0943e+08
  ;  ;2  ;-2.879e+08  ;-1.2428e+08  ;-4.9619e+07  ;-1.6698e+07  ;4.2172e+08
Beam-13(Circuler tube 1X0.08(14_GAUGE)(2)[1])  ;  ;  ;  ;  ;  ;  ;
  ;132  ;1  ;1.1646e+08  ;5.2678e+08  ;1.2857e+08  ;-8.7808e+06  ;6.587e+08
  ;  ;2  ;1.1646e+08  ;4.5595e+08  ;9.7334e+07  ;-8.7808e+06  ;5.8268e+08
  ;133  ;1  ;1.1646e+08  ;4.5595e+08  ;9.7333e+07  ;-8.7804e+06  ;5.8268e+08
  ;  ;2  ;1.1645e+08  ;3.8512e+08  ;6.6089e+07  ;-8.7804e+06  ;5.0721e+08
  ;134  ;1  ;1.1645e+08  ;3.8512e+08  ;6.6089e+07  ;-8.7807e+06  ;5.0721e+08
  ;  ;2  ;1.1645e+08  ;3.1429e+08  ;3.4842e+07  ;-8.7807e+06  ;4.3267e+08
  ;135  ;1  ;1.1645e+08  ;3.1429e+08  ;3.4842e+07  ;-8.7807e+06  ;4.3267e+08
  ;  ;2  ;1.1645e+08  ;2.4346e+08  ;3.5927e+06  ;-8.7807e+06  ;3.5993e+08
  ;136  ;1  ;1.1645e+08  ;2.4346e+08  ;3.5927e+06  ;-8.7807e+06  ;3.5993e+08
  ;  ;2  ;1.1644e+08  ;1.7262e+08  ;-2.766e+07  ;-8.7807e+06  ;2.9127e+08
  ;137  ;1  ;1.1644e+08  ;1.7262e+08  ;-2.766e+07  ;-8.7806e+06  ;2.9127e+08
  ;  ;2  ;1.1644e+08  ;1.0178e+08  ;-5.8917e+07  ;-8.7806e+06  ;2.3404e+08
  ;138  ;1  ;1.1644e+08  ;1.0178e+08  ;-5.8917e+07  ;-8.7807e+06  ;2.3404e+08
  ;  ;2  ;1.1644e+08  ;3.0938e+07  ;-9.0175e+07  ;-8.7807e+06  ;2.1177e+08
  ;139  ;1  ;1.1644e+08  ;3.0938e+07  ;-9.0175e+07  ;-8.7807e+06  ;2.1177e+08
  ;  ;2  ;1.1643e+08  ;-3.9908e+07  ;-1.2144e+08  ;-8.7807e+06  ;2.4426e+08
  ;140  ;1  ;1.1643e+08  ;-3.9908e+07  ;-1.2144e+08  ;-8.7807e+06  ;2.4426e+08
  ;  ;2  ;1.1643e+08  ;-1.1076e+08  ;-1.5271e+08  ;-8.7807e+06  ;3.0507e+08
  ;141  ;1  ;1.1643e+08  ;-1.1076e+08  ;-1.5271e+08  ;-8.7806e+06  ;3.0507e+08
  ;  ;2  ;1.1643e+08  ;-1.8161e+08  ;-1.8397e+08  ;-8.7806e+06  ;3.7494e+08
  ;142  ;1  ;1.1643e+08  ;-1.8161e+08  ;-1.8397e+08  ;-8.7806e+06  ;3.7494e+08
  ;  ;2  ;1.1643e+08  ;-2.5246e+08  ;-2.1525e+08  ;-8.7806e+06  ;4.4819e+08
Beam-14(Circuler tube 1X0.06(16_GAUGE)(13)[4])  ;  ;  ;  ;  ;  ;  ;
  ;143  ;1  ;-3.5578e+08  ;-2.5708e+07  ;-2.0394e+08  ;-3.0361e+07  ;5.6133e+08
  ;  ;2  ;-3.5578e+08  ;-1.1251e+07  ;-1.2661e+08  ;-3.0361e+07  ;4.8289e+08
  ;144  ;1  ;-3.5578e+08  ;-1.1252e+07  ;-1.2661e+08  ;-3.0361e+07  ;4.8289e+08
  ;  ;2  ;-3.5578e+08  ;3.2059e+06  ;-4.9308e+07  ;-3.0361e+07  ;4.0519e+08
  ;145  ;1  ;-3.5578e+08  ;3.2059e+06  ;-4.9308e+07  ;-3.0361e+07  ;4.0519e+08
  ;  ;2  ;-3.5578e+08  ;1.7663e+07  ;2.7972e+07  ;-3.0361e+07  ;3.8886e+08
  ;146  ;1  ;-3.5578e+08  ;1.7663e+07  ;2.7972e+07  ;-3.0361e+07  ;3.8886e+08
  ;  ;2  ;-3.5578e+08  ;3.2121e+07  ;1.0523e+08  ;-3.0361e+07  ;4.658e+08
  ;147  ;1  ;-3.5578e+08  ;3.212e+07  ;1.0523e+08  ;-3.0361e+07  ;4.658e+08
  ;  ;2  ;-3.5578e+08  ;4.6579e+07  ;1.8247e+08  ;-3.0361e+07  ;5.441e+08
Beam-15(Circuler tube 1X0.06(16_GAUGE)(56)[17])  ;  ;  ;  ;  ;  ;  ;
  ;148  ;1  ;-5.2684e+07  ;3.5165e+07  ;-1.1666e+08  ;1.5954e+07  ;1.7453e+08
  ;  ;2  ;-5.2685e+07  ;2.9827e+07  ;-1.0909e+08  ;1.5954e+07  ;1.6578e+08
  ;149  ;1  ;-5.2685e+07  ;2.9827e+07  ;-1.0909e+08  ;1.5954e+07  ;1.6578e+08
  ;  ;2  ;-5.2687e+07  ;2.4489e+07  ;-1.0154e+08  ;1.5954e+07  ;1.5714e+08
  ;150  ;1  ;-5.2687e+07  ;2.4489e+07  ;-1.0154e+08  ;1.5954e+07  ;1.5714e+08
  ;  ;2  ;-5.2688e+07  ;1.9151e+07  ;-9.4015e+07  ;1.5954e+07  ;1.4863e+08
  ;151  ;1  ;-5.2688e+07  ;1.9151e+07  ;-9.4015e+07  ;1.5954e+07  ;1.4863e+08
  ;  ;2  ;-5.269e+07  ;1.3814e+07  ;-8.6517e+07  ;1.5954e+07  ;1.403e+08
  ;152  ;1  ;-5.269e+07  ;1.3813e+07  ;-8.6517e+07  ;1.5954e+07  ;1.403e+08
  ;  ;2  ;-5.2691e+07  ;8.4757e+06  ;-7.9042e+07  ;1.5954e+07  ;1.3219e+08
Beam-16(Circuler tube 1X0.06(16_GAUGE)(13)[7])  ;  ;  ;  ;  ;  ;  ;
  ;153  ;1  ;-4.1415e+08  ;2.494e+08  ;9.2599e+08  ;1.8063e+07  ;1.3731e+09
  ;  ;2  ;-4.1415e+08  ;1.2934e+08  ;4.972e+08  ;1.8063e+07  ;9.279e+08
  ;154  ;1  ;-4.1415e+08  ;1.2934e+08  ;4.972e+08  ;1.8063e+07  ;9.279e+08
  ;  ;2  ;-4.1415e+08  ;9.2912e+06  ;6.8435e+07  ;1.8063e+07  ;4.8321e+08
  ;155  ;1  ;-4.1415e+08  ;9.2912e+06  ;6.8435e+07  ;1.8063e+07  ;4.8321e+08
  ;  ;2  ;-4.1415e+08  ;-1.1076e+08  ;-3.6031e+08  ;1.8063e+07  ;7.9109e+08
  ;156  ;1  ;-4.1415e+08  ;-1.1076e+08  ;-3.6031e+08  ;1.8063e+07  ;7.9109e+08
  ;  ;2  ;-4.1415e+08  ;-2.3082e+08  ;-7.8903e+08  ;1.8063e+07  ;1.2362e+09
  ;157  ;1  ;-4.1415e+08  ;-2.3081e+08  ;-7.8903e+08  ;1.8063e+07  ;1.2362e+09
  ;  ;2  ;-4.1415e+08  ;-3.5087e+08  ;-1.2177e+09  ;1.8063e+07  ;1.6814e+09
Beam-17(Circuler tube 1X0.06(16_GAUGE)(13)[10])  ;  ;  ;  ;  ;  ;  ;
  ;158  ;1  ;-3.7002e+08  ;-8.7965e+06  ;2.0127e+07  ;-3.9262e+07  ;3.9199e+08
  ;  ;2  ;-3.7002e+08  ;-3.1886e+06  ;2.1713e+07  ;-3.9262e+07  ;3.9197e+08
  ;159  ;1  ;-3.7002e+08  ;-3.1887e+06  ;2.1713e+07  ;-3.9262e+07  ;3.9197e+08
  ;  ;2  ;-3.7002e+08  ;2.4401e+06  ;2.3296e+07  ;-3.9262e+07  ;3.9344e+08
  ;160  ;1  ;-3.7002e+08  ;2.4401e+06  ;2.3296e+07  ;-3.9262e+07  ;3.9344e+08
  ;  ;2  ;-3.7002e+08  ;8.0887e+06  ;2.488e+07  ;-3.9262e+07  ;3.9618e+08
  ;161  ;1  ;-3.7002e+08  ;8.0888e+06  ;2.488e+07  ;-3.9262e+07  ;3.9618e+08
  ;  ;2  ;-3.7002e+08  ;1.3759e+07  ;2.6465e+07  ;-3.9262e+07  ;3.9985e+08
  ;162  ;1  ;-3.7002e+08  ;1.3759e+07  ;2.6465e+07  ;-3.9262e+07  ;3.9985e+08
  ;  ;2  ;-3.7002e+08  ;1.9449e+07  ;2.8048e+07  ;-3.9262e+07  ;4.0415e+08
  ;163  ;1  ;-3.7002e+08  ;1.9449e+07  ;2.8048e+07  ;-3.9262e+07  ;4.0415e+08
  ;  ;2  ;-3.7002e+08  ;2.5161e+07  ;2.9633e+07  ;-3.9262e+07  ;4.089e+08
  ;164  ;1  ;-3.7002e+08  ;2.5161e+07  ;2.9633e+07  ;-3.9262e+07  ;4.089e+08
  ;  ;2  ;-3.7002e+08  ;3.0893e+07  ;3.1217e+07  ;-3.9262e+07  ;4.1394e+08
  ;165  ;1  ;-3.7002e+08  ;3.0893e+07  ;3.1217e+07  ;-3.9262e+07  ;4.1394e+08
  ;  ;2  ;-3.7002e+08  ;3.6647e+07  ;3.2801e+07  ;-3.9262e+07  ;4.192e+08
  ;166  ;1  ;-3.7002e+08  ;3.6647e+07  ;3.2801e+07  ;-3.9262e+07  ;4.192e+08
  ;  ;2  ;-3.7002e+08  ;4.242e+07  ;3.4385e+07  ;-3.9262e+07  ;4.2463e+08
  ;167  ;1  ;-3.7002e+08  ;4.242e+07  ;3.4385e+07  ;-3.9262e+07  ;4.2463e+08
  ;  ;2  ;-3.7002e+08  ;4.8215e+07  ;3.5969e+07  ;-3.9262e+07  ;4.3017e+08
Beam-18(Circuler tube 1X0.08(14_GAUGE)(3)[1])  ;  ;  ;  ;  ;  ;  ;
  ;168  ;1  ;4.6252e+07  ;-1.3641e+08  ;2.7289e+07  ;9.2188e+05  ;1.8537e+08
  ;  ;2  ;4.6252e+07  ;-1.3344e+08  ;2.7488e+07  ;9.2188e+05  ;1.825e+08
  ;169  ;1  ;4.6252e+07  ;-1.3344e+08  ;2.7489e+07  ;9.2185e+05  ;1.825e+08
  ;  ;2  ;4.6252e+07  ;-1.3045e+08  ;2.7688e+07  ;9.2185e+05  ;1.7961e+08
  ;170  ;1  ;4.6252e+07  ;-1.3045e+08  ;2.7686e+07  ;9.219e+05  ;1.7961e+08
  ;  ;2  ;4.6252e+07  ;-1.2743e+08  ;2.7885e+07  ;9.219e+05  ;1.767e+08
  ;171  ;1  ;4.6252e+07  ;-1.2743e+08  ;2.7887e+07  ;9.2185e+05  ;1.767e+08
  ;  ;2  ;4.6252e+07  ;-1.2439e+08  ;2.8086e+07  ;9.2185e+05  ;1.7378e+08
  ;172  ;1  ;4.6252e+07  ;-1.2439e+08  ;2.8085e+07  ;9.2188e+05  ;1.7378e+08
  ;  ;2  ;4.6252e+07  ;-1.2133e+08  ;2.8284e+07  ;9.2188e+05  ;1.7084e+08
  ;173  ;1  ;4.6252e+07  ;-1.2133e+08  ;2.8284e+07  ;9.219e+05  ;1.7084e+08
  ;  ;2  ;4.6252e+07  ;-1.1825e+08  ;2.8483e+07  ;9.219e+05  ;1.6788e+08
  ;174  ;1  ;4.6252e+07  ;-1.1825e+08  ;2.8483e+07  ;9.2185e+05  ;1.6788e+08
  ;  ;2  ;4.6252e+07  ;-1.1514e+08  ;2.8682e+07  ;9.2185e+05  ;1.6491e+08
  ;175  ;1  ;4.6252e+07  ;-1.1514e+08  ;2.8683e+07  ;9.2188e+05  ;1.6491e+08
  ;  ;2  ;4.6252e+07  ;-1.1201e+08  ;2.8882e+07  ;9.2188e+05  ;1.6193e+08
  ;176  ;1  ;4.6252e+07  ;-1.1201e+08  ;2.8882e+07  ;9.219e+05  ;1.6193e+08
  ;  ;2  ;4.6252e+07  ;-1.0886e+08  ;2.9081e+07  ;9.219e+05  ;1.5893e+08
  ;177  ;1  ;4.6252e+07  ;-1.0886e+08  ;2.908e+07  ;9.2185e+05  ;1.5893e+08
  ;  ;2  ;4.6252e+07  ;-1.0568e+08  ;2.9279e+07  ;9.2185e+05  ;1.5592e+08
  ;178  ;1  ;4.6252e+07  ;-1.0568e+08  ;2.9281e+07  ;9.219e+05  ;1.5592e+08
  ;  ;2  ;4.6252e+07  ;-1.0248e+08  ;2.948e+07  ;9.219e+05  ;1.5289e+08
  ;179  ;1  ;4.6252e+07  ;-1.0248e+08  ;2.9479e+07  ;9.2188e+05  ;1.5289e+08
  ;  ;2  ;4.6252e+07  ;-9.926e+07  ;2.9678e+07  ;9.2188e+05  ;1.4985e+08
Beam-19(Circuler tube 1X0.08(14_GAUGE)(1)[1])  ;  ;  ;  ;  ;  ;  ;
  ;180  ;1  ;-3.2811e+07  ;3.0156e+08  ;2.0482e+08  ;2.1745e+07  ;3.9735e+08
  ;  ;2  ;-3.2814e+07  ;1.6657e+08  ;1.3718e+08  ;2.1745e+07  ;2.486e+08
  ;181  ;1  ;-3.2814e+07  ;1.6657e+08  ;1.3718e+08  ;2.1745e+07  ;2.486e+08
  ;  ;2  ;-3.2817e+07  ;3.1575e+07  ;6.9527e+07  ;2.1745e+07  ;1.0918e+08
  ;182  ;1  ;-3.2817e+07  ;3.1575e+07  ;6.9527e+07  ;2.1745e+07  ;1.0918e+08
  ;  ;2  ;-3.282e+07  ;-1.0342e+08  ;1.8755e+06  ;2.1745e+07  ;1.3626e+08
  ;183  ;1  ;-3.282e+07  ;-1.0342e+08  ;1.8755e+06  ;2.1745e+07  ;1.3626e+08
  ;  ;2  ;-3.2823e+07  ;-2.3841e+08  ;-6.578e+07  ;2.1745e+07  ;2.8014e+08
Beam-20(Circuler tube 1X0.08(14_GAUGE)(1)[4])  ;  ;  ;  ;  ;  ;  ;
  ;184  ;1  ;4.2092e+07  ;-1.7861e+08  ;-1.939e+07  ;-1.2073e+06  ;2.2175e+08
  ;  ;2  ;4.2092e+07  ;-1.7835e+08  ;-1.9932e+07  ;-1.2073e+06  ;2.2155e+08
  ;185  ;1  ;4.2092e+07  ;-1.7835e+08  ;-1.9932e+07  ;-1.2073e+06  ;2.2155e+08
  ;  ;2  ;4.2092e+07  ;-1.7806e+08  ;-2.0474e+07  ;-1.2073e+06  ;2.2132e+08
  ;186  ;1  ;4.2092e+07  ;-1.7806e+08  ;-2.0474e+07  ;-1.2073e+06  ;2.2132e+08
  ;  ;2  ;4.2092e+07  ;-1.7774e+08  ;-2.1016e+07  ;-1.2073e+06  ;2.2107e+08
  ;187  ;1  ;4.2092e+07  ;-1.7774e+08  ;-2.1016e+07  ;-1.2073e+06  ;2.2107e+08
  ;  ;2  ;4.2092e+07  ;-1.774e+08  ;-2.1558e+07  ;-1.2073e+06  ;2.2079e+08
  ;188  ;1  ;4.2092e+07  ;-1.774e+08  ;-2.1558e+07  ;-1.2073e+06  ;2.2079e+08
  ;  ;2  ;4.2092e+07  ;-1.7703e+08  ;-2.2099e+07  ;-1.2073e+06  ;2.2049e+08
  ;189  ;1  ;4.2092e+07  ;-1.7703e+08  ;-2.2099e+07  ;-1.2073e+06  ;2.2049e+08
  ;  ;2  ;4.2092e+07  ;-1.7663e+08  ;-2.2641e+07  ;-1.2073e+06  ;2.2017e+08
  ;190  ;1  ;4.2092e+07  ;-1.7663e+08  ;-2.2641e+07  ;-1.2073e+06  ;2.2017e+08
  ;  ;2  ;4.2092e+07  ;-1.7621e+08  ;-2.3183e+07  ;-1.2073e+06  ;2.1982e+08
Beam-21(Circuler tube 1X0.06(16_GAUGE)(56)[8])  ;  ;  ;  ;  ;  ;  ;
  ;191  ;1  ;-5.3242e+07  ;2.3752e+06  ;-7.6557e+07  ;-1.6817e+07  ;1.2984e+08
  ;  ;2  ;-5.3244e+07  ;5.2024e+06  ;-7.0455e+07  ;-1.6817e+07  ;1.2389e+08
  ;192  ;1  ;-5.3244e+07  ;5.203e+06  ;-7.0455e+07  ;-1.6817e+07  ;1.2389e+08
  ;  ;2  ;-5.3245e+07  ;8.0297e+06  ;-6.4374e+07  ;-1.6817e+07  ;1.1812e+08
  ;193  ;1  ;-5.3245e+07  ;8.0295e+06  ;-6.4374e+07  ;-1.6817e+07  ;1.1812e+08
  ;  ;2  ;-5.3246e+07  ;1.0856e+07  ;-5.8313e+07  ;-1.6817e+07  ;1.1256e+08
  ;194  ;1  ;-5.3246e+07  ;1.0856e+07  ;-5.8313e+07  ;-1.6817e+07  ;1.1256e+08
  ;  ;2  ;-5.3248e+07  ;1.3683e+07  ;-5.2272e+07  ;-1.6817e+07  ;1.0728e+08
  ;195  ;1  ;-5.3248e+07  ;1.3683e+07  ;-5.2272e+07  ;-1.6817e+07  ;1.0728e+08
  ;  ;2  ;-5.3249e+07  ;1.651e+07  ;-4.6252e+07  ;-1.6817e+07  ;1.0236e+08
  ;196  ;1  ;-5.3249e+07  ;1.651e+07  ;-4.6252e+07  ;-1.6817e+07  ;1.0236e+08
  ;  ;2  ;-5.3251e+07  ;1.9338e+07  ;-4.0251e+07  ;-1.6817e+07  ;9.7906e+07
  ;197  ;1  ;-5.3251e+07  ;1.9338e+07  ;-4.0251e+07  ;-1.6817e+07  ;9.7906e+07
  ;  ;2  ;-5.3252e+07  ;2.2164e+07  ;-3.4271e+07  ;-1.6817e+07  ;9.4066e+07
  ;198  ;1  ;-5.3252e+07  ;2.2164e+07  ;-3.4271e+07  ;-1.6817e+07  ;9.4066e+07
  ;  ;2  ;-5.3253e+07  ;2.4991e+07  ;-2.831e+07  ;-1.6817e+07  ;9.1016e+07
  ;199  ;1  ;-5.3253e+07  ;2.4991e+07  ;-2.831e+07  ;-1.6817e+07  ;9.1016e+07
  ;  ;2  ;-5.3255e+07  ;2.7818e+07  ;-2.2371e+07  ;-1.6817e+07  ;8.8952e+07
  ;200  ;1  ;-5.3255e+07  ;2.7818e+07  ;-2.2371e+07  ;-1.6817e+07  ;8.8952e+07
  ;  ;2  ;-5.3256e+07  ;3.0645e+07  ;-1.6451e+07  ;-1.6817e+07  ;8.8038e+07
  ;201  ;1  ;-5.3256e+07  ;3.0645e+07  ;-1.6451e+07  ;-1.6817e+07  ;8.8038e+07
  ;  ;2  ;-5.3258e+07  ;3.3472e+07  ;-1.0551e+07  ;-1.6817e+07  ;8.8353e+07
  ;202  ;1  ;-5.3258e+07  ;3.3472e+07  ;-1.0551e+07  ;-1.6817e+07  ;8.8353e+07
  ;  ;2  ;-5.3259e+07  ;3.6299e+07  ;-4.6712e+06  ;-1.6817e+07  ;8.9858e+07
  ;203  ;1  ;-5.3259e+07  ;3.6299e+07  ;-4.6715e+06  ;-1.6817e+07  ;8.9858e+07
  ;  ;2  ;-5.3261e+07  ;3.9126e+07  ;1.1875e+06  ;-1.6817e+07  ;9.2404e+07
Beam-22(Circuler tube 1X0.06(16_GAUGE)(2)[3])  ;  ;  ;  ;  ;  ;  ;
  ;204  ;1  ;-1,445  ;-0  ;11,456  ;-0  ;12,901
  ;  ;2  ;-1,562  ;0  ;2,831.5  ;0  ;4,393.5
  ;205  ;1  ;-1,170.4  ;-0  ;2,831.5  ;-0  ;4,001.8
  ;  ;2  ;-1,517.8  ;0  ;-2,457.9  ;0  ;3,975.7
  ;206  ;1  ;-1,310.4  ;-0  ;-2,457.9  ;-0  ;3,768.3
  ;  ;2  ;-1,877.7  ;0  ;-4,624.9  ;0  ;6,502.6
  ;207  ;1  ;-1,833.2  ;-0  ;-4,624.9  ;-0  ;6,458.1
  ;  ;2  ;-2,603.2  ;0  ;-4,213.2  ;0  ;6,816.4
  ;208  ;1  ;-2,682.2  ;-0  ;-4,213.2  ;-0  ;6,895.4
  ;  ;2  ;-3,631.4  ;0  ;-2,062.7  ;0  ;5,694.1
  ;209  ;1  ;-3,779.3  ;-0  ;-2,062.7  ;-0  ;5,842
  ;  ;2  ;-4,878.9  ;0  ;741.23  ;0  ;5,620.1
  ;210  ;1  ;-5,029  ;-0  ;741.23  ;-0  ;5,770.2
  ;  ;2  ;-6,245.6  ;0  ;2,931.9  ;0  ;9,177.5
  ;211  ;1  ;-6,322.9  ;-0  ;2,931.9  ;-0  ;9,254.8
  ;  ;2  ;-7,619.5  ;0  ;3,135.5  ;0  ;10,755
  ;212  ;1  ;-7,545.3  ;-0  ;3,135.5  ;-0  ;10,681
  ;  ;2  ;-8,882.6  ;0  ;-47.533  ;0  ;8,930.1
Beam-23(Circuler tube 1X0.08(14_GAUGE)(2)[4])  ;  ;  ;  ;  ;  ;  ;
  ;213  ;1  ;3.3004e+05  ;3.94e+06  ;1.8912e+07  ;-4.8702e+06  ;1.9648e+07
  ;  ;2  ;3.3111e+05  ;3.8518e+06  ;2.0556e+07  ;-4.8702e+06  ;2.1245e+07
  ;214  ;1  ;4.2505e+05  ;5.8464e+06  ;2.0365e+07  ;-4.5643e+06  ;2.1613e+07
  ;  ;2  ;4.2604e+05  ;5.7819e+06  ;2.1838e+07  ;-4.5643e+06  ;2.3017e+07
  ;215  ;1  ;5.0829e+05  ;7.641e+06  ;2.1599e+07  ;-4.1472e+06  ;2.3419e+07
  ;  ;2  ;5.0918e+05  ;7.587e+06  ;2.286e+07  ;-4.1472e+06  ;2.4595e+07
  ;216  ;1  ;5.7743e+05  ;9.2548e+06  ;2.2595e+07  ;-3.6305e+06  ;2.4995e+07
  ;  ;2  ;5.7819e+05  ;9.1971e+06  ;2.361e+07  ;-3.6305e+06  ;2.5916e+07
  ;217  ;1  ;6.3055e+05  ;1.0625e+07  ;2.3349e+07  ;-3.0279e+06  ;2.6283e+07
  ;  ;2  ;6.3117e+05  ;1.0549e+07  ;2.409e+07  ;-3.0279e+06  ;2.6929e+07
  ;218  ;1  ;6.6615e+05  ;1.1696e+07  ;2.3859e+07  ;-2.356e+06  ;2.7238e+07
  ;  ;2  ;6.6661e+05  ;1.1591e+07  ;2.4306e+07  ;-2.356e+06  ;2.7595e+07
  ;219  ;1  ;6.8325e+05  ;1.2426e+07  ;2.413e+07  ;-1.6332e+06  ;2.7825e+07
  ;  ;2  ;6.8353e+05  ;1.2283e+07  ;2.4271e+07  ;-1.6332e+06  ;2.7886e+07
  ;220  ;1  ;6.8135e+05  ;1.2786e+07  ;2.4167e+07  ;-8.7897e+05  ;2.8022e+07
  ;  ;2  ;6.8144e+05  ;1.2601e+07  ;2.3999e+07  ;-8.7897e+05  ;2.7787e+07
  ;221  ;1  ;6.6049e+05  ;1.2764e+07  ;2.3976e+07  ;-1.1398e+05  ;2.7822e+07
  ;  ;2  ;6.604e+05  ;1.2536e+07  ;2.3503e+07  ;-1.1398e+05  ;2.7298e+07
  ;222  ;1  ;6.2125e+05  ;1.2362e+07  ;2.3562e+07  ;6.4099e+05  ;2.7229e+07
  ;  ;2  ;6.2097e+05  ;1.2097e+07  ;2.2797e+07  ;6.4099e+05  ;2.6428e+07
  ;223  ;1  ;5.647e+05  ;1.1598e+07  ;2.2928e+07  ;1.3654e+06  ;2.6259e+07
  ;  ;2  ;5.6424e+05  ;1.1305e+07  ;2.1891e+07  ;1.3654e+06  ;2.5202e+07
  ;224  ;1  ;4.924e+05  ;1.0505e+07  ;2.2079e+07  ;2.0395e+06  ;2.4943e+07
  ;  ;2  ;4.9178e+05  ;1.0195e+07  ;2.0798e+07  ;2.0395e+06  ;2.3655e+07
  ;225  ;1  ;4.0636e+05  ;9.129e+06  ;2.102e+07  ;2.645e+06  ;2.3323e+07
  ;  ;2  ;4.056e+05  ;8.8163e+06  ;1.953e+07  ;2.645e+06  ;2.1833e+07
